,hashtag,count,candidate,sentiment
51178,bernebot,13,bern,
51198,berniesister,13,bern,
51202,whyliehillary,13,hillary,
51204,goodluckbernie,13,bern,
51208,trumppanic,13,trump,
51228,berniewithus,13,bern,
51230,trump4life,13,trump,pos
51236,senmarcorubio,13,rubio,
51237,minimarco,13,marco,
51238,hillaryincle,13,hillary,
51242,donaldtrumpshiftsstance,13,trump,
51254,voteberne,13,bern,pos
51260,rubiopast,13,rubio,
51264,trumpslappie,13,trump,
51265,nowayrubio,13,rubio,
51269,iwillnotvote4trump,13,trump,neg
51278,berniesaturday,13,bern,
51283,cruzcheater,13,cruz,
51284,hillaryspeech,13,hillary,
51288,trump_university,13,trump,
51314,christievanitycampaign,13,christie,
51319,alwasytrump,13,trump,
51329,rubiostupidity,13,rubio,
51343,trumpotusa,13,trump,
51348,trumpmuslimcomments,13,trump,
51351,trumpdisqualifiedparty,13,trump,
51353,kateclinton,13,clinton,
51367,trumpsfake,13,trump,
51369,kasichgetout,13,kasich,
51371,berniespeedtest,13,bern,
51375,scaredytrump,13,trump,
51385,alltrump,13,trump,
51398,berniesanders2,13,sanders,
51406,jailclinton,13,clinton,
51409,ghwbush,13,bush,
51433,trumptornado,13,trump,
51440,trumpantimuslim,13,trump,neg
51443,thingstrumpisafraidof,13,trump,
51455,manginakasich,13,kasich,
51456,educatorsfortrump,13,trump,pos
51459,dirtybirdybernie,13,bern,
51460,newhampshireisjebcountry,13,jeb,
51462,trumpfanboy,13,trump,
51465,taxtheclintons,13,clinton,
51482,trump_train,13,trump,pos
51484,8yrsoftrump,13,trump,
51492,allin4rubio,13,rubio,pos
51502,tedcruzisbadnews,13,cruz,
51506,hidinghillary,13,hillary,
51512,nhberns,13,bern,
51517,flexibleflipfloptrump,13,trump,
51518,kkkendorsestrump,13,trump,
51522,trump00,13,trump,
51531,oklahoma4hillary,13,hillary,pos
51544,christieno16,13,christie,
51549,trumpstick,13,trump,
51560,standupforbernie,13,bern,pos
51562,ebmeetsbern,13,bern,
51570,bernietowin,13,bern,pos
51575,cruzbigbrother,13,cruz,
51588,alinsky4trump,13,trump,pos
51589,berniegirls,13,bern,
51596,scorchedtrump,13,trump,
51626,hillarysodeadbroke,13,hillary,
51631,hillaryentitlement,13,hillary,
51638,thingstrumpblamesoncruz,13,cruz,
51639,burniesanders,13,sanders,neg
51640,ihatetedcruz,13,cruz,
51662,desperateclinton,13,clinton,
51678,extrumper4cruz,13,cruz,pos
51681,bernieliesanddenies,13,bern,
51691,rinocruz,13,cruz,
51696,sassykasich,13,kasich,
51699,carsontaxplan,13,carson,
51700,vote4trump2016,13,trump,pos
51707,houstonforhillary,13,hillary,pos
51710,jebisdone,13,jeb,
51714,rubiosupporters,13,rubio,
51721,picbernieeverywhere,13,bern,
51735,cruzcare,13,cruz,
51736,4evertrump,13,trump,pos
51749,trumpgohome,13,trump,
51773,mybernie,13,bern,
51776,teamtrumpnh,13,trump,pos
51791,idiots4trump,13,trump,neg
51798,tedcruzrapedandmurderedagirl,13,cruz,
51803,trumpwillkeepussafe,13,trump,
51805,cruziscrap,13,cruz,
51807,benchclinton,13,clinton,
51823,gaysfortrump,13,trump,pos
51828,campbernie,13,bern,
51829,cruzisrising,13,cruz,
51837,trumpterritory,13,trump,
51840,christievp,13,christie,
51848,rubioantigaybigot,13,rubio,neg
51860,hillarysurrogate,13,hillary,neg
51870,christie2020,13,christie,
51883,dependsfortrump,13,trump,pos
51884,heisenbernie,13,bern,
51888,trumptacular,13,trump,
51891,lettrumppick,13,trump,
51895,keepberniealive,13,bern,
51910,freebernie,13,bern,
51912,bernrevolution,13,bern,
51918,donaldtrumpisanidiot,13,trump,neg
51930,trump4tx,13,trump,pos
51935,donaldtrumpstaxplan,13,trump,
51942,overtrump,13,trump,
51950,trumpthedummy,13,trump,
51954,feelthebern2k16,13,bern,
51960,trumpshumble,13,trump,
51962,stoptryingtomaketrumphappen,13,trump,neg
51971,cruzisanasshole,13,cruz,
51978,bernhillarysa,13,bern,
51980,trumpufraud,13,trump,neg
51984,cruzerloser,13,cruz,neg
51991,arkansas4trump,13,trump,pos
52005,clintonpoliticalmachine,13,clinton,
52009,pussycruz,13,cruz,
52012,richhillary,13,hillary,
52015,floridavoterubio,13,rubio,pos
52029,hillarycliton,13,hillary,
52042,cruzcum,13,cruz,
52049,cruz2106,13,cruz,
52074,gopvtrump,13,trump,
52075,hillary2916,13,hillary,
52082,floridawantsbernie,13,bern,
52084,hillarybusted,13,hillary,
52087,trumpisestablishment,13,trump,
52090,littlemarcoistoast,13,marco,
52098,donaldtrumpconartist,13,trump,
52110,bernthefeel,13,bern,
52116,snoozeoncruz,13,cruz,
52122,berniecheaters,13,bern,
52123,cruzbeatshillary,13,cruz,
52133,sayno2rubio,13,rubio,
52160,criminalcruz,13,cruz,
52176,trumptruthers,13,trump,
52195,bernies85,13,bern,
52209,govmikehuckabee,13,huckabee,
52210,byechristie,13,christie,
52218,bernie4hillary,13,bern,pos
52234,romeorubio,13,rubio,
52239,christieruns,13,christie,
52249,carnivalbarkercruz,13,cruz,
52266,hillaryshills,13,hillary,
52271,keepcalmandchoosecruz2016,13,cruz,pos
52275,bernielectable,13,bern,
52282,ishillaryinjailyet,13,hillary,
52301,gopwomenagainsttrump,13,trump,
52302,bernieride,13,bern,
52314,trumpsdick,13,trump,
52317,hardhatsforhillary,13,hillary,pos
52337,bernado,13,bern,
52343,bushjr,13,bush,
52362,mittromneyontrump,13,trump,
52382,nolittlemarco,13,marco,
52385,trump39s,13,trump,
52394,adopthillary,13,hillary,
52405,trumpwinsit,13,trump,pos
52406,probernie,13,bern,
52412,nohillaryclinton2016,13,clinton,pos
52416,sc7forrubio,13,rubio,pos
52417,hillarysfirstactaspresident,13,hillary,
52428,trumpsaveamerica,13,trump,
52430,neverevertrumpever,13,trump,neg
52438,protesttrump,13,trump,
52448,dontlettrumpwin,13,trump,pos
52466,killeryclinton,13,clinton,
52471,hillarybehindbars,13,hillary,
52480,cruznoteligible,13,cruz,neg
52482,hillarysfirewall,13,hillary,
52491,cruzhaters,13,cruz,
52493,fla4trump,13,trump,pos
52503,colonelberniesanderssuperhero,13,sanders,
52506,berntheyellowpantsuit,13,bern,
52513,loosewithcruz,13,cruz,
52515,turnuptrump,13,trump,
52516,neverbern,13,bern,neg
52531,keeptrumphonest,13,trump,
52536,taxcheattrump,13,trump,
52537,cruzcantlose,13,cruz,
52541,america4bernie,13,bern,pos
52543,clintonbias,13,clinton,
52544,evangelicalsforbernie,13,bern,pos
52551,trumpstate,13,trump,
52559,mt4bernie2016,13,bern,pos
52565,flforrubio,13,rubio,pos
52567,votetrumpmichigan,13,trump,pos
52569,mdforbernie,13,bern,pos
52580,hillarybars,13,hillary,
52587,clintonplantation,13,clinton,
52588,downwithcruz,13,cruz,
52592,ahillarywinisatrumpwin,13,trump,pos
52608,mostsincerepeopleintheworldlovebernie,13,bern,pos
52611,christietoddwhitman,13,christie,
52614,hillaryisthenewmitt,13,hillary,
52623,stepdownbernie,13,bern,
52641,trumpagainstfreespeech,13,trump,
52648,michiganberning,13,bern,
52650,nohillarynotrump,13,trump,neg
52664,twowordhillary,13,hillary,
52687,cruzwasntevenbornhere,13,cruz,
52697,vertingbernie,13,bern,
52698,trumpisajagoff,13,trump,
52702,trumprallyorlando,13,trump,
52706,nv4bern,13,bern,pos
52707,trumpdebateterms,13,trump,
52712,cruzky,13,cruz,
52714,grumpygrandpabernie,13,bern,
52734,cruzcrrw,13,cruz,
52743,cruzmustlose,13,cruz,
52752,dumpthechumptrump,13,trump,neg
52774,birthers4trump,13,trump,pos
52781,trumptwibbon,13,trump,
52782,whyweneedbernie,13,bern,
52793,clintonplaybook,13,clinton,
52796,letcarsonspeak,13,carson,
52801,az4bernie,13,bern,pos
52811,bernieno,13,bern,
52817,ohnomarco,13,marco,
52819,hillaryland,13,hillary,
52823,maine4cruz,13,cruz,pos
52827,gayfoampartyboyrubio,13,rubio,
52831,trumpiswinner,13,trump,pos
52862,marcostupido,13,marco,
52873,crazycruzer,13,cruz,
52884,votetedcruz2016,13,cruz,pos
52908,robothillary,13,hillary,
52914,trumptraincarts,13,trump,pos
52956,choosingcruz,13,cruz,
52968,bernfelt,13,bern,
52971,trumpcantbetrusted,13,trump,
52983,slickbernie,13,bern,
52987,bernieportland,13,bern,
52989,bernietattoo,13,bern,
53001,bernissanders,13,sanders,
53002,trumpparkour,13,trump,
53007,curethebern,13,bern,
53008,anticruz,13,cruz,neg
53010,withaslurfortedcruz,13,cruz,pos
53011,bernieinflint,13,bern,
53015,uniteagainsttrump,13,trump,pos
53021,berniespeaks2me,13,bern,
53044,ichosecruz,13,cruz,
53049,nojebever,13,jeb,
53059,jebteamplyr,13,jeb,pos
53062,crybabybush,13,bush,
53068,tedcruzjust,13,cruz,
53075,adelesuetrumpparty,13,trump,
53077,bernieandchill,13,bern,
53079,trumpsatwat,13,trump,
53081,nottedcruz,13,cruz,neg
53092,berniewinstheweekend,13,bern,pos
53094,trumptwittertwit,13,trump,
53100,illinoisforhillary,13,hillary,pos
53119,adiosrubio,13,rubio,
53154,clintonfluffer,13,clinton,
53161,dems4bern,13,bern,pos
53178,verytinyhillary,13,hillary,
53189,berniebusters,13,bern,
53196,meinfuhrertrump,13,trump,neg
53203,heckuvajobhillary,13,hillary,
53205,berniedown,13,bern,
53216,cruzluz,13,cruz,
53218,fireberningonthedancefloor,13,bern,
53222,bernircares,13,bern,
53237,bernieisus,13,bern,
53243,makingtrumpsamerica,13,trump,
53253,cruzooze,13,cruz,
53261,workingwithhillary,13,hillary,
53270,thecorruptclintonmachine,13,clinton,
53283,isupportcruz,13,cruz,
53284,withbernie,13,bern,
53300,donaldtrumpuk,13,trump,
53306,bernieland,13,bern,
53308,trumpoids,13,trump,
53329,trumpssoestablishment,13,trump,
53333,trumpwhitesupramacists,13,trump,
53337,cacklesclinton,13,clinton,
53338,microsoftrubio,13,rubio,
53345,bernieÌµs,13,bern,
53356,trumprightagain,13,trump,
53370,trumpsays,13,trump,
53374,berniein,13,bern,
53383,trumpmafiaconnection,13,trump,
53387,jebbush39,13,bush,
53390,girlsforhillary,13,hillary,pos
53398,stopwhiningtrump,13,trump,neg
53399,notodonaldtrump,13,trump,neg
53400,northcarolinaforbernie,13,bern,pos
53403,trumpquits,13,trump,
53415,trumpinnv,13,trump,
53421,realliartrump,13,trump,
53427,valnotbernie,13,bern,neg
53428,trumpquote,13,trump,
53434,noamnestyrubio,13,rubio,
53435,trumpstumped,13,trump,
53437,paidtrumpbot,13,trump,
53441,unclejeb,13,jeb,
53444,animalsforbernie,13,bern,pos
53456,trumpnuts,13,trump,
53466,trumpjobs,13,trump,
53468,parrothillary,13,hillary,
53476,pastorcruz,13,cruz,
53479,rideordieforbernie,13,bern,pos
53494,tedcruzsnake,13,cruz,
53506,rubioismyvalentine,13,rubio,
53510,willnevervotefortrump,13,trump,neg
53511,trumpdefendamerica,13,trump,
53518,rubionever,13,rubio,neg
53519,rubiobetrayedhisvoters,13,rubio,pos
53549,yourfiredtrump,13,trump,
53563,vettbernie,13,bern,
53566,tinyhandtrump,13,trump,
53574,whoistherealdonaldtrump,13,trump,
53579,donnacruznowandforever,13,cruz,pos
53596,clinton_s,13,clinton,
53597,heidicruzsnoozes,13,cruz,
53603,hillaryinnc,12,hillary,
53605,jesuisbernie,12,bern,
53614,trumptruthtrain,12,trump,pos
53617,trumpwits,12,trump,
53638,rubiowater,12,rubio,
53646,flipflopcruz,12,cruz,
53647,cdnsforbernie,12,bern,pos
53667,alltrumpallthetime,12,trump,
53673,americaisberning,12,bern,
53682,sickohillary,12,hillary,
53686,latina4rubio,12,rubio,pos
53687,texaswomen4trump,12,trump,pos
53698,louisianaforcruz,12,cruz,pos
53704,goodbyetrump,12,trump,
53705,christietracker,12,christie,
53714,trumproom,12,trump,
53719,ownitcruz,12,cruz,
53730,randaidforbernvictims,12,bern,pos
53736,trumptastrophe,12,trump,
53737,arresthillaryclinton,12,clinton,
53748,teamtrumpnorthms,12,trump,pos
53751,losewithhillary,12,hillary,
53752,trumpisanass,12,trump,
53753,feelthebern4trump,12,bern,pos
53769,trumplovesnh,12,trump,pos
53778,unitedbehindmarco,12,marco,pos
53781,rubiorubes,12,rubio,
53788,rubiodone,12,rubio,
53791,cruzcarly,12,cruz,
53795,rhcpforbernie,12,bern,pos
53796,trouncetrump,12,trump,
53801,bernisberntout,12,bern,
53806,sandersminutemanmilitia,12,sanders,
53812,eviltedcruz,12,cruz,
53813,billandhillaryclinton,12,clinton,
53822,bernadoalert,12,bern,
53843,sanders4prez,12,sanders,pos
53851,gradstudents4hillary,12,hillary,pos
53862,christiecmc2016,12,christie,pos
53902,votehillarythedoer,12,hillary,pos
53909,advantagetrump,12,trump,
53917,malehillary,12,hillary,
53920,trumpaggedon,12,trump,
53927,nhisclintoncountry,12,clinton,
53928,stfutrump,12,trump,
53948,indianatrump,12,trump,
53950,feelthebernkc,12,bern,
53959,liedaboutcruz,12,cruz,
53961,miamicruzrally,12,cruz,
53966,votelikebernie,12,bern,pos
53984,secretaryclinton,12,clinton,
53986,bernietakesok,12,bern,
53988,grandmasfortrump,12,trump,pos
53989,disavowrubio,12,rubio,
53990,missedthebern,12,bern,
53996,thomassanders,12,sanders,
54005,austin4bernie,12,bern,pos
54014,itsnotsanders,12,sanders,neg
54016,asians4trump,12,trump,pos
54038,trumptaxproblem,12,trump,
54046,floridatrump,12,trump,
54050,hillary4pres,12,hillary,pos
54061,thumperfortrumper,12,trump,pos
54062,trumpjustlikeoprah,12,trump,
54067,thefuturemustnotbelongtoshillary,12,hillary,neg
54073,trumphuckabee,12,huckabee,
54082,oregon4hillary,12,hillary,pos
54083,onlyhillary,12,hillary,
54085,patriotpotuspicksprolibertyscotuspleasepickcruz,12,cruz,
54094,vetsboycotttrump,12,trump,neg
54101,cacruz,12,cruz,
54102,tweetsforbernie,12,bern,pos
54152,pussytrump,12,trump,
54161,hillaryforus,12,hillary,pos
54176,trumpblames39,12,trump,
54186,trumpiscrazy,12,trump,
54202,electberniesanders,12,sanders,
54212,hillarynotsoprogressive,12,hillary,neg
54219,christiecreme,12,christie,
54224,marcorising,12,marco,
54225,cruzrevolution2016,12,cruz,pos
54235,chrischristiesuspendscampaign,12,christie,
54238,thanksmrcruz,12,cruz,
54239,mrrobotorubio,12,rubio,
54252,alabamiansforhillary,12,hillary,pos
54253,berniesandersdankmemes,12,sanders,
54259,tag_bernie_sanders,12,sanders,
54276,bernieforks,12,bern,pos
54281,cruzcrimewave,12,cruz,
54286,reasonstovoteforbernie,12,bern,pos
54306,getrealbernie,12,bern,
54308,trumpforsale,12,trump,pos
54314,sandersforpresident2016,12,sanders,pos
54326,sandersintulsa,12,sanders,
54333,rubiosears,12,rubio,
54349,bogoffbernie,12,bern,
54354,kasichhas,12,kasich,
54361,trumpvetsrally,12,trump,
54363,electablebernie,12,bern,
54378,thanksjeb,12,jeb,
54379,trumprubio2016,12,rubio,pos
54380,clintonhoulker,12,clinton,
54390,donaldjtrumpsignaturecollection,12,trump,
54397,carsonproud,12,carson,
54403,berniemagictrees,12,bern,
54407,donaldtrumpwantstobanghisdaughye,12,trump,
54408,bibletrumping,12,trump,
54413,cruzcampaignofdeceit,12,cruz,
54420,senberniesanders,12,sanders,
54429,donaldtrumphumancroc,12,trump,
54444,thetrumptruth,12,trump,
54445,candidcarson,12,carson,
54450,rubiocountry,12,rubio,
54476,bernieissoprogressive,12,bern,
54485,fullspeedaheadtrump,12,trump,
54494,nevertrumptrain,12,trump,neg
54503,mymainissuewithhillary,12,hillary,
54509,cruz20,12,cruz,
54516,patheticjeb,12,jeb,neg
54535,trumpbelievers,12,trump,
54536,clintonchronicles,12,clinton,
54541,kasichatgvsu,12,kasich,
54566,cruzistheworst,12,cruz,
54580,hillarythechameleon,12,hillary,
54581,trumppresidentialbingo,12,trump,
54582,trumpalumpas,12,trump,
54583,youth4trump,12,trump,pos
54584,nojeb2016,12,jeb,pos
54601,cruzisnasty,12,cruz,
54602,hillyeshillary,12,hillary,
54607,artistforbernie,12,bern,pos
54614,berniesrapefantasy,12,bern,
54616,trumpornoone,12,trump,
54622,hillarytubman,12,hillary,
54626,votecruzfl,12,cruz,pos
54642,trumpisscum,12,trump,
54648,iftrumpbecomespresident,12,trump,
54649,cruzcheat,12,cruz,
54652,dumptrumps,12,trump,neg
54661,rolltrumproll,12,trump,
54663,whichchristie,12,christie,
54682,votetrump20,12,trump,pos
54693,heilbernie,12,bern,
54696,stopthetrumpocalypse,12,trump,neg
54699,berniefeelthehate,12,bern,
54703,trumptakinghatetothetop,12,trump,
54709,trumpslogan,12,trump,
54710,americaforbernie,12,bern,pos
54727,trumpdonggate,12,trump,neg
54728,itsoverbernie,12,bern,
54732,occruzarmy,12,cruz,
54733,sanderssupporter,12,sanders,
54746,marcoisadisappointment,12,marco,
54749,irepudiatedonaldtrump,12,trump,
54752,anyrepublicanbuttrump,12,trump,
54756,ifyoulikehillary,12,hillary,
54762,askkasichaboutmyvag,12,kasich,
54769,boohillary,12,hillary,
54773,cruzcollaspe,12,cruz,
54775,hillaryclintonisaliar,12,clinton,
54780,childishtrump,12,trump,
54783,trumpisatool,12,trump,
54784,trumpskunked,12,trump,
54785,twittertrumps,12,trump,
54788,trumpplan,12,trump,
54803,berniesansers,12,bern,
54807,feeelthebern,12,bern,
54812,hillaryisawesome,12,hillary,
54843,sandersorbust,12,sanders,
54849,hypocritetrump,12,trump,
54856,kittiesforbernie,12,bern,pos
54864,berniesforbernie,12,bern,pos
54876,cruzorina,12,cruz,
54889,toomuchtrump,12,trump,
54912,cruzderangementsyndrome,12,cruz,
54913,camsforhillary,12,hillary,pos
54926,fastforcruz,12,cruz,pos
54930,cruzcruw,12,cruz,
54943,trumparpaio,12,trump,
54944,fecberniesanders,12,sanders,
54945,mittrubio,12,rubio,
54947,bernie2017,12,bern,
54956,bernthemsm,12,bern,
54964,bernieatx,12,bern,
54987,hillaryboughtandpaidfor,12,hillary,pos
54992,trumpconningamerica,12,trump,
55000,trumpbusted,12,trump,
55002,boogereatincruz,12,cruz,
55003,berniebusted,12,bern,
55011,endorsestrump,12,trump,
55015,progressivebern,12,bern,
55018,trumpalabama,12,trump,
55042,trumpurinal,12,trump,
55049,trumpussy,12,trump,
55056,sanders2016poll,12,sanders,pos
55062,ophillary,12,hillary,
55065,viadonaldtrump,12,trump,
55070,veterans4hillary,12,hillary,pos
55074,nevertrumpf,12,trump,neg
55077,clintoncau,12,clinton,
55097,iowaisjebbushcountry,12,bush,
55098,billclintonsitcoms,12,clinton,
55109,electtedcruz,12,cruz,
55110,arrogantclintons,12,clinton,
55111,womenforhillarywhovote,12,hillary,pos
55120,goldmanhillary,12,hillary,
55132,trumpteamspirit,12,trump,pos
55136,upchuckhatesclintons,12,clinton,
55154,hillaryfeelsthebern,12,bern,
55167,berniedisrespectingpbo,12,bern,
55171,trumpaiku,12,trump,
55174,hillaryofgop,12,hillary,
55187,crusingwithcruz,12,cruz,
55191,presidentgeorgebush,12,bush,
55193,berniecia,12,bern,
55200,berne,12,bern,
55206,trumpisathug,12,trump,
55210,standwithhillary2016,12,hillary,pos
55211,rubiocon,12,rubio,
55227,cruznightmare,12,cruz,
55236,dumpttrump,12,trump,neg
55243,bernieÌÀsupporter,12,bern,
55246,teamhillaryclinton,12,clinton,pos
55250,notaberniebro,12,bern,neg
55259,flexibletrump,12,trump,
55267,rubiologic,12,rubio,
55268,nomoretedcruz,12,cruz,
55275,hillaryisprogmo,12,hillary,
55277,bikesforbernie,12,bern,pos
55288,bernievibe,12,bern,
55289,letstalkhillary,12,hillary,
55292,nominatehillary,12,hillary,
55296,kukluxtrump,12,trump,
55309,imposterbernie,12,bern,
55310,winwithcruz,12,cruz,pos
55311,americadeservestrump,12,trump,
55325,cruzbashers,12,cruz,
55329,truthoftedcruz,12,cruz,
55330,jebsincompetent,12,jeb,
55337,cruzrubiounited,12,rubio,pos
55340,nascarfortrump,12,trump,pos
55371,hillarymail,12,hillary,
55376,hillarybought,12,hillary,
55383,howdonaldtrumpcouldaffectgop39,12,trump,
55384,hillary16meh,12,hillary,
55386,imvotingbernie,12,bern,
55395,notberningwithrage,12,bern,neg
55413,berniersanders,12,sanders,
55416,godblesstedcruz,12,cruz,
55421,askbernieandhillary,12,bern,
55445,trumpjoke,12,trump,
55451,bernieinlfk,12,bern,
55456,trumptarded,12,trump,
55475,hillaryjail,12,hillary,
55476,berniefrombrooklyn,12,bern,
55508,crowdfundbernie,12,bern,
55514,berniepourprÌ©sident,12,bern,
55520,clintondoctrine,12,clinton,
55533,hillarytrain,12,hillary,pos
55539,trumpfamilyfirstfamily,12,trump,
55543,weallvotetrump,12,trump,pos
55549,otherthingschelseaclintondidat6,12,clinton,
55550,nomoreclintonsever,12,clinton,
55553,hillaryiowa,12,hillary,
55559,cruzmailer,12,cruz,
55578,notokasich,12,kasich,neg
55580,trumptellstruth,12,trump,
55590,triumphanttrump,12,trump,
55596,gorubiogo,12,rubio,
55611,repealcruzvote,12,cruz,pos
55612,babyboomersforbernie,12,bern,pos
55627,indiana4trump,12,trump,pos
55629,trumphuckabee2016,12,huckabee,pos
55632,trumpprovetheirsaudit,12,trump,
55647,thingsberniesaid,12,bern,
55648,exposerubio,12,rubio,
55651,loserjeb,12,jeb,neg
55656,withhillary,12,hillary,
55658,rubiots,12,rubio,
55659,hillaryplayingcatchup,12,hillary,
55665,newyork4trump,12,trump,pos
55675,kzooforbernie,12,bern,pos
55679,kasichisnomoderate,12,kasich,
55680,thejebstory,12,jeb,
55688,imissrandpaul,12,randpaul,
55693,ca4bernie,12,bern,pos
55695,buforhillary,12,hillary,pos
55718,notrumpnocruz,12,cruz,neg
55720,tedcruzforamerica,12,cruz,pos
55726,votecruznh,12,cruz,pos
55727,lovefesttrump,12,trump,pos
55737,trumpman,12,trump,
55750,boycottallthingstrump,12,trump,neg
55755,bankersforbernie,12,bern,pos
55763,atlantabernsitup,12,bern,
55772,trumphumping,12,trump,
55786,stopjebbush,12,bush,neg
55791,kasich4vp,12,kasich,pos
55805,trumpisamoron,12,trump,
55808,jeb_bush,12,bush,
55815,nochristie,12,christie,
55816,honesttrump,12,trump,
55821,iamonthetrumptrain,12,trump,pos
55827,liontrump,12,trump,
55828,feelthebernnow,12,bern,
55829,trumpneverloses,12,trump,neg
55834,sobern,12,bern,
55853,mmjforbernie,12,bern,pos
55864,cleanitupbernie,12,bern,
55870,ifberniewinsgopwins,12,bern,pos
55878,butterfly4bernie,12,bern,pos
55885,marcorunio,12,marco,
55886,cutandrunmarco,12,marco,
55890,raphaeleduardocruz,12,cruz,
55899,trumpforamericasong,12,trump,pos
55913,cruzotheclown,12,cruz,
55918,flnativesonrubio,12,rubio,
55930,cruztrojanhorse,12,cruz,
55941,rubiosweating,12,rubio,
55945,trumpvotesmatter,12,trump,pos
55954,teddythearsonistcruz,12,cruz,
55955,sanderscoalition,12,sanders,
55956,cruztopian,12,cruz,
55961,trumpsbuyingafarm,12,trump,
55978,trumpsaconartist,12,trump,
55997,trumpelthinskin,12,trump,
55999,hillarysoblack,12,hillary,
56005,rubioquitnow,12,rubio,
56016,kansascruzcrew,12,cruz,pos
56022,pilloryhillary,12,hillary,
56029,bernherdown,12,bern,
56035,notrumpcare,12,trump,neg
56064,stompfortrump,12,trump,pos
56073,bernthehouse,12,bern,
56077,notvotingtrump,12,trump,neg
56079,trumpsucker,12,trump,
56089,trumpwinner2016,12,trump,pos
56090,vamosbernie,12,bern,
56101,clintonwins,12,clinton,pos
56103,onlychoiceismarco,12,marco,
56112,vote4sanders,12,sanders,pos
56119,cruztraitor,12,cruz,
56125,bernswhenipee,12,bern,
56147,remaincalmandchoosecruz,12,cruz,pos
56151,trumpnational,12,trump,
56158,bernlikehell,12,bern,
56159,1hillary,12,hillary,
56169,lowlifecruz,12,cruz,
56175,berniebrat,12,bern,
56177,tingling4trump,12,trump,pos
56185,hillaryisdone,12,hillary,
56186,everybodyhatescruz,12,cruz,
56187,trumpvclinton,12,trump,
56196,cruzted,12,cruz,
56199,lilgaynarcorubio,12,rubio,
56204,attacktrump,12,trump,
56207,berniehasnocoattails,12,bern,
56219,feelthebernski,12,bern,
56220,marcopubio,12,marco,
56224,bernthis,12,bern,
56233,trumpertantum,12,trump,
56243,notberniethetalker,12,bern,neg
56248,doyoufeelthepeoplebern,12,bern,
56256,criminalhillary,12,hillary,
56258,jebdeflated,12,jeb,
56274,cruzsupporter,12,cruz,
56279,canada4bernie,12,bern,pos
56289,midwestfeelsthebern,12,bern,
56298,nhfortedcruz,12,cruz,pos
56352,clintonhigh,12,clinton,
56355,jeb2020,12,jeb,
56356,catsforhillary,12,hillary,pos
56360,trumpdoesntuseexcuses,12,trump,
56365,crazytrump,12,trump,
56368,nosecandyrubio,12,rubio,
56380,jbush,12,bush,
56386,bizarrotrump,12,trump,
56393,gwhbush,12,bush,
56402,trumpknowseverything,12,trump,
56403,michigan4kasich,12,kasich,pos
56404,aleaystrump,12,trump,
56407,woundedtrump,12,trump,
56409,berniesnosaint,12,bern,
56414,hillaryinherownwords,12,hillary,
56417,sayno2fiorina,12,fiorina,
56420,blacklivesmattertobernie,12,bern,
56427,clintoncrimebill,12,clinton,
56433,runwithtrump,12,trump,
56454,jebhensarling,12,jeb,
56459,teammarcotn,12,marco,pos
56469,tedcruzpolls,12,cruz,
56474,heelhillary,12,hillary,
56477,justsaynotohillary,12,hillary,neg
56483,whoishillary,12,hillary,
56484,rubiounites,12,rubio,pos
56486,poorbernie,12,bern,
56489,frankenhillary,12,hillary,
56493,solidtrump,12,trump,
56513,voteforbernienh,12,bern,pos
56514,votedsanders,12,sanders,pos
56516,cruzsham,12,cruz,
56522,arforbernie,12,bern,pos
56524,berniesstandingovation,12,bern,
56527,trumpapalooza,12,trump,
56529,bernthenation,12,bern,
56534,clintonempire,12,clinton,
56546,cruzisnochristian,12,cruz,
56572,rahmbackshillary,12,hillary,
56575,trumpjockstraps,12,trump,
56581,donotvoteforhillary,12,hillary,neg
56582,anyonebutbushsc,12,bush,
56617,always4trump,12,trump,pos
56628,votesforbernie,11,bern,pos
56633,votetrumpdems,11,trump,pos
56634,tnforbernie,11,bern,pos
56641,trumpnetworks,11,trump,
56649,cruzblitz,11,cruz,
56650,hillaryliars,11,hillary,
56656,blacksforhillary,11,hillary,pos
56667,mormonsfortrump,11,trump,pos
56676,va4kasich,11,kasich,pos
56691,guybehindbernie,11,bern,
56700,trumpin3words,11,trump,
56724,cruzwilllooz,11,cruz,
56725,trumprebukedbygop,11,trump,
56729,fucksanders,11,sanders,
56742,stomptrump,11,trump,
56745,trumpallproblems,11,trump,
56748,berniselectable,11,bern,
56753,californiafeelsthebern,11,bern,pos
56770,notvoting4trump,11,trump,neg
56775,cruzr,11,cruz,
56779,berndog,11,bern,
56782,marcoscared,11,marco,
56789,whereswaldotrump,11,trump,
56790,christiestevens,11,christie,
56825,berniactroll,11,bern,
56828,cowgirlsfortrump,11,trump,pos
56831,ivoted4bernie,11,bern,pos
56839,votebernienv,11,bern,pos
56842,clintonrecord,11,clinton,
56851,trumpwar,11,trump,
56855,chrischristiethoughtbubble,11,christie,
56860,rubiowin,11,rubio,pos
56863,donaldtrumpevents,11,trump,
56869,berniefor2016,11,bern,pos
56879,donaldtrumpwannabanghisdaughter,11,trump,
56882,berniecampaign,11,bern,
56890,idkbutnottrump,11,trump,neg
56903,deadheadsforbernie,11,bern,pos
56908,hillaryisinthebag,11,hillary,
56920,strongbernie,11,bern,
56938,clintonglobalinitiative,11,clinton,
56946,nevercruznocchio,11,cruz,neg
56967,allaboardthetrumptrain,11,trump,pos
56978,berniecountry,11,bern,
56981,whereiswhichhillary,11,hillary,
