,hashtag,count,candidate,sentiment
18684,cruzlie,61,cruz,
18685,cruzlip,61,cruz,
18687,unitefortrump,61,trump,pos
18690,trumpphenomenon,61,trump,
18693,millennialsformarco,61,marco,pos
18694,truthtohillary,61,hillary,
18695,gomarcogo,61,marco,
18714,nhvets4hillary,61,hillary,pos
18730,southcarolina4trump,61,trump,pos
18738,whichsanders,61,sanders,
18742,il4bernie,61,bern,pos
18747,clintoncartel,61,clinton,
18763,indictclinton,61,clinton,
18765,hillaryfortrump,61,trump,pos
18795,settle4hillary,61,hillary,pos
18800,latinos4carson,61,carson,pos
18801,babybernie,61,bern,
18803,womenagainsthillary,61,hillary,
18805,mymanmarco,61,marco,
18817,whereintheworldwasbernie,61,bern,
18821,sc4hillary,61,hillary,pos
18824,trumptrai,61,trump,
18831,snakecruz,61,cruz,
18841,nebraska4bernie,61,bern,pos
18859,trumpshair,61,trump,
18867,ivebeenberned,60,bern,
18872,rubioforrent,60,rubio,pos
18873,trumpexposed,60,trump,
18887,trumpmonster,60,trump,
18894,mexicansagainsttrump,60,trump,
18898,unitebehindbernie,60,bern,pos
18903,me4bernie,60,bern,pos
18911,trumpclown,60,trump,
18917,hillarytheliar,60,hillary,
18922,pumptrumpbook,60,trump,
18928,cruzshipsinking,60,cruz,
18929,bushhypocrites,60,bush,
18934,presidenttrump_,60,trump,
18936,trumpornobody,60,trump,
18943,kingtrump,60,trump,
18945,whatwilltrumpdo,60,trump,
18946,racistcruz,60,cruz,
18960,whereisclinton,60,clinton,
18969,welosewithcruz,60,cruz,
18971,imberniecrat,60,bern,
18984,nobodybuttrump,60,trump,
18986,no2hillary,60,hillary,
18991,tedcruzisapussy,60,cruz,
19023,dicktrump,60,trump,
19024,calgarycruz,60,cruz,
19027,floridaformarco,60,marco,pos
19037,scvotetrump,60,trump,pos
19044,votenoontrump,60,trump,pos
19052,hillaryshit,60,hillary,
19068,cruzrocks,59,cruz,
19073,trumpup,59,trump,
19075,berniehaiku,59,bern,
19085,berntheestablishment,59,bern,
19105,trumphatestroops,59,trump,
19120,alforbernie,59,bern,pos
19142,ibelieveinbernie,59,bern,
19148,dropoutcruz,59,cruz,neg
19166,tomorrowbelongstotrump,59,trump,
19170,switchtobernie,59,bern,
19174,democratsfearmarco,59,marco,
19181,marty4hillary,59,hillary,pos
19187,trumpisunamerican,59,trump,
19197,protrump,59,trump,
19239,trumper,59,trump,
19259,trumpisalib,59,trump,
19260,makefunofhillary,59,hillary,
19262,lovebernie,59,bern,pos
19264,cruzn2victory,59,cruz,pos
19270,teammarcowi,59,marco,pos
19278,zoroforsanders,59,sanders,pos
19299,trumpertanturm,58,trump,
19302,onlykasich,58,kasich,
19307,hillaryforflorida,58,hillary,pos
19322,bernieontherise,58,bern,
19328,trumpminion,58,trump,
19350,clintonbros,58,clinton,
19352,standingwithhillary,58,hillary,
19356,trumpflipflops,58,trump,
19359,ftrump,58,trump,
19373,trumpshirts,58,trump,
19393,punjabisfortrump,58,trump,pos
19400,berniesanderssupporters,58,sanders,
19402,maythebernbewithyou,58,bern,
19407,ksforbernie,58,bern,pos
19409,clintonrules,58,clinton,
19420,trumpuremedialspelling,58,trump,
19429,hillaryavoiceforall,58,hillary,pos
19448,womenagainsttrump,58,trump,
19453,nobernhere,58,bern,
19456,thankyouhillary,58,hillary,
19475,redstatehillary,58,hillary,
19482,bernievshilary,58,bern,
19510,trumpkasich2016,57,kasich,pos
19511,clinton4prison2016,57,clinton,neg
19520,clintongate,57,clinton,neg
19532,houseofbernie,57,bern,
19533,justsaynototrump,57,trump,neg
19540,whereisbernie,57,bern,
19543,nominatebernie2016,57,bern,pos
19549,lube4thebern,57,bern,pos
19566,hillaryvsbernie,57,bern,
19571,berniegohome,57,bern,
19577,trumprules,57,trump,
19585,corruptrump,57,trump,
19589,hillaryisarepublican,57,hillary,
19613,trumpification,57,trump,
19614,berniesnodemocrat,57,bern,
19615,cruznocchio,57,cruz,
19619,muslims4bernie,57,bern,pos
19622,clintonia,57,clinton,
19628,today4bernie,57,bern,pos
19632,bernietrump,57,bern,
19637,fightforbernie,57,bern,pos
19639,cruzorbust,57,cruz,
19642,berniesanders4president,57,sanders,pos
19647,palinwithapenistrump2016,57,trump,pos
19652,4bernie,57,bern,pos
19666,azforbernie,57,bern,pos
19667,caucusforrubio,57,rubio,pos
19671,cruzmichigan,57,cruz,
19688,charlietrump,57,trump,
19689,hoosiersforbernie,57,bern,pos
19698,rubiogaylifestyle,57,rubio,
19707,trumptriumphall50,57,trump,
19709,dropoutbencarson,57,carson,neg
19711,cruzpeeps,57,cruz,
19712,lahillary,57,hillary,
19720,whytrumpisunfit,57,trump,
19723,stoptrumptostophillary,57,trump,neg
19724,fuckbernie,57,bern,
19727,cheatingcruz,57,cruz,
19730,feelnobern,57,bern,
19732,jacksonvillefortrump,57,trump,pos
19743,umassforbernie,57,bern,pos
19754,nevercruzrubio,56,rubio,neg
19756,trumpthewall,56,trump,
19783,rubioaccomplishments,56,rubio,
19787,westandwithhillary,56,hillary,pos
19792,carsonbenjamins,56,carson,
19802,gopagainsttrump,56,trump,
19807,trumplestiltskin,56,trump,
19817,columbiagorge4bernie,56,bern,pos
19823,whichhillarytoday,56,hillary,
19833,tn4bernie,56,bern,pos
19842,trumpderangementsyndrome,56,trump,
19849,nhloveshillary,56,hillary,pos
19851,hillarysvulgarsmearcampaign,56,hillary,
19876,christiefights,56,christie,
19879,thebernfizzles,56,bern,
19880,randpaul2020,56,randpaul,
19887,alabamaforbernie,56,bern,pos
19888,rubio4president2016,56,rubio,pos
19891,votebern,56,bern,pos
19896,getberned,56,bern,
19897,tedcruzrevolution,56,cruz,
19900,nohillaryclinton,56,clinton,
19901,christiemustresign,56,christie,
19903,berni2016,56,bern,pos
19915,hillaryclintonforprison,56,clinton,neg
19921,trumpanhorse,56,trump,
19922,thetrump,56,trump,
19924,clintonbodycount,56,clinton,
19929,fucktedcruz,56,cruz,
19930,bernieontheballot,56,bern,
19940,clintoncamp,56,clinton,
19944,canadiansforbernie,56,bern,pos
19950,whatwouldberniedo,56,bern,
19951,cruztolose,56,cruz,
19958,berniesthinktank,56,bern,
19959,latinosforsanders,56,sanders,pos
19961,vet4trump,56,trump,pos
19975,chris_christie,56,christie,
19990,jasminesanders,55,sanders,
19993,trumpornothin,55,trump,neg
19995,meforbernie,55,bern,pos
19996,jebissad,55,jeb,
20006,hillaryfundraisers,55,hillary,
20019,nobernienovote,55,bern,pos
20026,tinyhandstrump,55,trump,
20029,clintonfirewall,55,clinton,
20031,teachersforbernie,55,bern,pos
20035,hillaryfacts,55,hillary,
20043,americaneedsbernie,55,bern,
20044,marcomerkel,55,marco,
20053,trumpsupportersmatter,55,trump,
20057,detroit4trump,55,trump,pos
20062,floridalovestrump,55,trump,pos
20097,rightintherumptrump,55,trump,
20116,nobernie2016,55,bern,pos
20125,shefeelsthebern,55,bern,
20126,berns,55,bern,
20128,bernard,55,bern,
20136,berniebnb,55,bern,
20141,corrupttrump,55,trump,
20151,dontbernme,55,bern,
20152,gorubio,55,rubio,
20155,weareberniesanders,55,sanders,
20165,jewsforbernie,55,bern,pos
20175,cruztothewhitehouse,55,cruz,
20190,trumpvoldemort2016,55,trump,pos
20191,destroytrumpcult,55,trump,
20194,covercarson,55,carson,
20199,trumpisaliberal,55,trump,
20210,oh4bernie,55,bern,pos
20218,losercruz,55,cruz,neg
20222,nvforhillary,55,hillary,pos
20229,rafaeleduardocruz,54,cruz,
20244,berniemustdisavow,54,bern,
20251,cruzonly,54,cruz,
20261,cruzcheated,54,cruz,
20266,christieresign,54,christie,
20271,demclintons,54,clinton,
20283,educatorsforhillary,54,hillary,pos
20286,threecardmarco,54,marco,
20292,trumpclinton,54,trump,
20293,musicforbernie,54,bern,pos
20298,cruzjenner,54,cruz,
20314,feelingbernt,54,bern,
20316,babytrump,54,trump,
20318,sa4hillary,54,hillary,pos
20336,nhformarco,54,marco,pos
20355,antitrumpmovement,54,trump,neg
20369,phonytrump,54,trump,
20385,tedcruzisagiantdildo,54,cruz,
20396,electmarcoforpresident,54,marco,pos
20398,supertuesdaybernie,54,bern,
20399,trumphumper,54,trump,
20402,watchtheworldbern,54,bern,
20404,iamacarsonator,54,carson,
20409,caucuswithbernie,54,bern,
20423,rubiover,54,rubio,
20430,ma4bernie,54,bern,pos
20451,trumpshit,54,trump,
20463,liunaforhillary,54,hillary,pos
20471,msnbctrump,54,trump,
20474,therealclintonlegacy,54,clinton,
20483,nevervote4trump,53,trump,neg
20492,cankasich,53,kasich,
20493,hillaryforprosecution,53,hillary,pos
20495,votedhillary,53,hillary,pos
20506,trumpnazi,53,trump,
20510,bernieman,53,bern,
20520,bernieorelse,53,bern,
20534,hillaryforpresident2016,53,hillary,pos
20535,hillaryforiowa,53,hillary,pos
20565,womenforberniemeetup,53,bern,pos
20566,chicago4bernie,53,bern,pos
20574,bernieinal,53,bern,
20598,cruzteam,53,cruz,pos
20611,trumpkkkins,53,trump,
20622,iwillnotvotefortrump,53,trump,neg
20637,trumptownhall,53,trump,
20638,gohillarygo,53,hillary,
20641,nocruz2016,53,cruz,pos
20643,foulmouthtrump,53,trump,
20646,bernon,53,bern,
20649,copycruz,53,cruz,
20660,debatewithouttrump,53,trump,
20666,hillaryliedagain,53,hillary,
20668,hugsforhillary,53,hillary,pos
20676,letitbern,53,bern,
20680,texasforhillary,53,hillary,pos
20684,berniesandersissoold,53,sanders,
20691,trumpsheep,53,trump,
20697,cruzcruise,53,cruz,
20701,sanders2,53,sanders,
20708,vivatrump2016,53,trump,pos
20712,choosecruz2016,53,cruz,pos
20730,crucrewtedcruz,53,cruz,pos
20741,momsforbernie,53,bern,pos
20767,trumpandsanders,52,sanders,
20782,trumpwarcrimes,52,trump,
20786,ok4trump,52,trump,pos
20792,hillary20tolife,52,hillary,
20815,cruz2victory,52,cruz,pos
20820,unite4trump,52,trump,pos
20839,independentbernie2016,52,bern,pos
20850,ncformarco,52,marco,pos
20872,hillarybro,52,hillary,
20886,presidentbush,52,bush,
20887,clintondynasty,52,clinton,
20895,tuesdayiscruzday,52,cruz,
20905,noberniesanders,52,sanders,
20912,bigwinbernie,52,bern,pos
20932,hillaryparadoxbook,52,hillary,
20934,vettrump,52,trump,
20938,berniemath,52,bern,
20948,berniefriendfinder,52,bern,
20955,dumpthebern,52,bern,neg
20968,berniebecause,52,bern,
20977,codenamebernie,52,bern,
20993,worldneedsbernie,52,bern,
20994,sanderssteals,52,sanders,
21000,trumpspenis,52,trump,
21001,cruzback,52,cruz,
21012,senatorrubio,51,rubio,
21013,tedcruzzodiac,51,cruz,
21021,spinitforhillary,51,hillary,pos
21044,iamberniesanders,51,sanders,
21046,stoprubio,51,rubio,neg
21055,votingfortrump,51,trump,pos
21089,trumpwreck,51,trump,
21095,trumppalin,51,trump,
21103,quithillaryquit,51,hillary,
21106,trumpstump,51,trump,
21107,bernieparapresidente,51,bern,
21115,vetsanders,51,sanders,
21116,clt4sanders,51,sanders,pos
21129,clintonintulsa,51,clinton,
21139,candidates4bernie,51,bern,pos
21145,fraudrubio,51,rubio,neg
21147,bernwho,51,bern,
21153,donnietrumpet,51,trump,
21173,rocwomenforbernie,51,bern,pos
21180,ripberniemac,51,bern,
21183,cocoatrumps,51,trump,
21184,trumpwave,51,trump,
21188,berniementum,51,bern,
21191,hillarysinthebag,51,hillary,
21193,chillary,51,hillary,
21196,trumpfbiinvestigation,51,trump,
21197,womenforcruzcoalition,51,cruz,pos
21201,berniesanders4potus,51,sanders,pos
21204,donatetobernie,51,bern,
21208,vote4berniesanders,51,sanders,pos
21229,cruzgate,51,cruz,neg
21238,trumptweet,51,trump,
21263,hillarysowhite,51,hillary,
21274,gocruzgo,51,cruz,
21275,berniethetalker,51,bern,
21284,bernupbama,51,bern,
21287,hereishowberniewillpayforit,51,bern,pos
21300,feeldabern,50,bern,
21303,fraudcruz,50,cruz,neg
21304,billionairesforclinton,50,clinton,pos
21312,berniebeliever,50,bern,
21315,shillaryclinton,50,clinton,
21322,chumptrump,50,trump,
21339,marcomotion,50,marco,
21347,clintonsupporter,50,clinton,
21349,shadyhillary,50,hillary,
21361,trumpheads,50,trump,
21373,rubiossweat,50,rubio,
21378,whathillarysupportersthink,50,hillary,
21390,bankerforbernie,50,bern,pos
21403,wearebern,50,bern,
21407,hillarywinsiowa,50,hillary,pos
21424,bernie2015,50,bern,
21430,50statestrump,50,trump,
21440,salsadancersforbernie,50,bern,pos
21446,nohillarynoway,50,hillary,
21451,trumpamnesty,50,trump,
21472,hillaryclinto,50,hillary,
21474,bernieonaplane,50,bern,
21485,vetrump,50,trump,
21490,hillaryvbernie,50,bern,
21499,hillarydianerodhamclinton,50,clinton,
21512,voterubio2016,50,rubio,pos
21517,trumpfluffers,50,trump,
21518,berniehive,50,bern,
21525,kids4trump,50,trump,pos
21526,showmewheretrumpwas,50,trump,
21528,whyiwontvotetrump,50,trump,pos
21534,hillary4nh,50,hillary,pos
21553,trumpedit,50,trump,
21555,trumpkinlogic,50,trump,
21557,presidentsanders2016,50,sanders,pos
21572,trumpnoshow,50,trump,
21588,gmoclinton,50,clinton,
21599,tallahasseefortrump,49,trump,pos
21605,berniesnotforsale,49,bern,neg
21608,hillaryinsc,49,hillary,
21633,youmightbeatrumpvoter,49,trump,pos
21634,chickentrump,49,trump,
21635,ditchhillary,49,hillary,
21638,trumpycat,49,trump,
21660,hillaryunitesusflint,49,hillary,pos
21663,nevervotingforhillary,49,hillary,neg
21664,bernie4bernie,49,bern,pos
21688,kentucky4trump,49,trump,pos
21692,hawaiiforhillary,49,hillary,pos
21703,carlbernstein,49,bern,
21708,cocorubio,49,rubio,
21715,corbynsanders,49,sanders,
21727,bernbot,49,bern,
21741,retiredcops4trump,49,trump,pos
21744,trumpac,49,trump,
21749,tedcruzateabooger,49,cruz,
21764,wearetrumpnation,49,trump,
21772,nevertrumporcruz,49,cruz,neg
21780,trumpfever,49,trump,
21783,cruzified,49,cruz,
21785,hillaryclintion,49,hillary,
21787,boycottbernieonfox,49,bern,neg
21798,trumpornothing,49,trump,neg
21804,ohioforcruz,49,cruz,pos
21809,hillaryindictment,49,hillary,
21810,voteforcarson,49,carson,pos
21827,summersanders,49,sanders,
21845,morecruzlies,49,cruz,
21849,feelthetrump,49,trump,
21853,bernieintx,49,bern,
21863,shameonsanders,49,sanders,
21867,keepcalmandbernon,49,bern,
21868,ilovetrump,49,trump,pos
21904,no2rubio,48,rubio,
21918,trumpmeleon,48,trump,
21920,trump_unstoppable_now,48,trump,neg
21924,keeptrumpout,48,trump,
21925,christiansforcruz,48,cruz,pos
21947,trumpocrats,48,trump,
21952,truckers4trump,48,trump,pos
21953,muslimsfortrump,48,trump,pos
21979,marcorubiocountry,48,rubio,
21983,trumppalin2016,48,trump,pos
21987,trumpfreezone,48,trump,
21988,berniealltheway,48,bern,
22005,pastorsfortrump,48,trump,pos
22021,wefeelthebern,48,bern,
22035,blackhillarymonth,48,hillary,
22067,draftdodgertrump,48,trump,
22077,boozecruz,48,cruz,
22078,trumpinhrva,48,trump,
22080,maddogtrump,48,trump,
22097,traptrump,48,trump,
22108,trumppresident,48,trump,
22111,donttrusttrump,48,trump,
22115,cruzforpotus,48,cruz,pos
22116,berniei,48,bern,
22122,bernie4people,48,bern,pos
22126,trump4,48,trump,pos
22129,trumpliarflipfloper,48,trump,
22142,cruzon,48,cruz,
22144,charlotteforsanders,48,sanders,pos
22145,nocruzcontrol,48,cruz,
22148,carsons,48,carson,
22155,onenotebernie,48,bern,neg
22159,littmarco,48,marco,
22162,gop4hillary,48,hillary,pos
22166,cruzcommander,48,cruz,
22172,carsondropout,48,carson,neg
22178,cruzazul,48,cruz,
22187,hillarynation,47,hillary,
22199,votedonaldtrump2016,47,trump,pos
22208,charlatantrump,47,trump,
22217,caususforbernie,47,bern,pos
22230,roguerubio,47,rubio,
22234,youvebeentrumped,47,trump,
22238,prestrump,47,trump,
22239,obsessedwithtrump,47,trump,
22250,clintonmafia,47,clinton,
22257,marconation,47,marco,
22265,michigan4cruz,47,cruz,pos
22269,georgiaforbernie,47,bern,pos
22271,nhcruzcrew,47,cruz,pos
22291,cruztard,47,cruz,
22295,californiaforhillary,47,hillary,pos
22298,floridaforcruz,47,cruz,pos
22300,clintonfund,47,clinton,
22302,nobushdynasty,47,bush,
22320,berniehairdontcare,47,bern,
22329,whatwouldtrumpsay,47,trump,
22333,hilaryclinton2016,47,clinton,pos
22341,texasforcruz,47,cruz,pos
22349,cruzthesnake,47,cruz,
22356,rubio4potus,47,rubio,pos
22358,bernielive,47,bern,
22364,roboticrubio,47,rubio,
22374,rubio16,47,rubio,
22377,trump4florida,47,trump,pos
22378,cruzmomentum,47,cruz,
22398,berniesanderspresident2016,47,sanders,pos
22404,seniorsforbernie,47,bern,pos
22411,kidsforhillary,47,hillary,pos
22414,anythingforhillary,47,hillary,pos
22415,copycatclinton,47,clinton,
22426,trumpendorsements,47,trump,
22431,sanderscampaignslogans,47,sanders,
22438,jebfail,47,jeb,
22441,hillarycl,47,hillary,
22449,kitchensinkhillary,47,hillary,
22458,crazybernie,47,bern,
22468,lowenergyjeb,47,jeb,
22469,trumpfile,47,trump,
22470,conartitsttrump,47,trump,
22471,nocruzever,47,cruz,
22480,wv4bernie,47,bern,pos
22482,berniemsu,47,bern,
22486,hillaryfashionpolice,47,hillary,
22495,firemenfortrump,47,trump,pos
22503,kkkfortrump,47,trump,pos
22506,bernieisademocrat,47,bern,
22510,timeforacruzpresidency,46,cruz,pos
22519,cruzlibertykids,46,cruz,
22528,marciorubio,46,rubio,
22532,cruzcultists,46,cruz,
22536,latinasforbernie,46,bern,pos
22543,arkansasfortrump,46,trump,pos
22545,hillaryclin,46,hillary,
22549,catsforbernie,46,bern,pos
22551,trumpforpotus,46,trump,pos
22566,derailthetrumptrain,46,trump,pos
22568,whathasberniedone,46,bern,
22580,trumpertrantrum,46,trump,
22583,racisthillary,46,hillary,
22586,trumpmakeamericagreatagain,46,trump,
22588,clintoncrimefoundation,46,clinton,
22604,trumpandcruz,46,cruz,
22624,berniehero,46,bern,
22626,trumpanzee,46,trump,
22635,unitewithtrump,46,trump,pos
22642,feeltheberninyourwallet,46,bern,
22648,trumplive,46,trump,
22659,berniebuds,46,bern,
22675,cruzn,46,cruz,
22676,berniesofake,46,bern,
22692,anotherfeministforhillary,46,hillary,neg
22697,trumpconman,46,trump,
22709,notrumpsclub,46,trump,neg
22713,robottrump,46,trump,
22719,conaldtrump,46,trump,
22722,wethepeopledontwanttrump,46,trump,
22728,cruzisaliar,46,cruz,
22752,americafortrump,46,trump,pos
22755,azconhillary,46,hillary,
22761,expatsforsanders,46,sanders,pos
22770,clinton2,46,clinton,
22772,votehillaryclinton,46,clinton,pos
22778,sandersselfie,46,sanders,
22787,trumpless,46,trump,
22791,jumptotrump,46,trump,
22792,uicdumptrump,46,trump,neg
22808,nevervotehillary,46,hillary,neg
22810,cruzyourownadventure,46,cruz,
22830,cruzingfortrump,46,cruz,pos
22847,southcarolina4bernie,45,bern,pos
22862,cruzvaluesnotchristian,45,cruz,neg
22866,slickhillary,45,hillary,
22873,ks4bernie,45,bern,pos
22874,cruzcamp,45,cruz,
22875,berniesand,45,bern,
22878,trumpians,45,trump,
22885,trumpanxiety,45,trump,
22889,johnkasichchrischristie,45,christie,
22898,feeltheheartbern,45,bern,
22900,cuttrumpsmic,45,trump,
22908,trumpstoplying,45,trump,neg
22920,cruz4scotus,45,cruz,pos
22931,presidnettrump,45,trump,
22933,berniesafraud,45,bern,neg
22959,felthebern,45,bern,
22967,trumpinsults,45,trump,
22971,ohio4cruz,45,cruz,pos
22977,carsonesque,45,carson,
22987,bernieinboston,45,bern,
22988,kansas4bernie,45,bern,pos
22991,berniedraws18k,45,bern,
23000,clintonprivilege,45,clinton,
23020,trumpisevil,45,trump,
23021,nevereverhillary,45,hillary,neg
23029,trumpisdone,45,trump,
23030,byecruz,45,cruz,
23036,bernisanders,45,sanders,
23038,donaldtrumpisabully,45,trump,
23048,makeasongsupporthillary,45,hillary,
23052,berniesandals,45,bern,
23053,faketrump,45,trump,
23057,hillaryforflint,45,hillary,pos
23069,christiefatfuck,45,christie,
23085,bernaroo,45,bern,
23095,newyorkforbernie,45,bern,pos
23100,texas4cruz,45,cruz,pos
23101,trumphairswap,45,trump,
23107,heiltrumpler,45,trump,
23113,bernie4education,45,bern,pos
23114,thumptrump,45,trump,
23116,underpresidenttrump,45,trump,
23123,trumpdemocrat,45,trump,
23124,hillarywillbeamericasmerkel,45,hillary,
23160,writecruz,44,cruz,
23163,bernthepantry,44,bern,
23172,hillarylieability,44,hillary,
23174,trumpbrownshirts,44,trump,
23178,rubiocantwin,44,rubio,pos
23188,donaldtrumpdebate,44,trump,
23193,voting4trump,44,trump,pos
23199,presidenttrumpcabinet,44,trump,
23208,everyoneforbernie,44,bern,pos
23241,berniecalledit,44,bern,
23253,whymarco,44,marco,
23268,facebankforbernie,44,bern,pos
23270,trumpnc,44,trump,
23278,caucusformarco,44,marco,pos
23284,cruzbio,44,cruz,
23292,turnvarubio,44,rubio,
23298,trumpnotpresidential,44,trump,neg
23301,clintoncountry,44,clinton,
23302,trumpcampaignsong,44,trump,
23304,berniecastro,44,bern,
23318,stumptrump2016,44,trump,pos
23321,bushlegacy,44,bush,
23324,sanderstorm,44,sanders,
23329,clintonforprison,44,clinton,neg
23342,bamafortrump,44,trump,pos
23355,cruzcre,44,cruz,
23386,trumpcasino,44,trump,
23397,hillaryorbernie,44,bern,
23402,trumplessdebate,44,trump,
23412,trumppeepsgroup,44,trump,
23416,trumpstergreta,44,trump,
23471,trumpsterdivers,43,trump,
23475,lyincruz,43,cruz,
23478,caucasfortrumpnv,43,trump,pos
23495,cruztown,43,cruz,
23499,therealkasich,43,kasich,
23509,rattledrubio,43,rubio,
23511,preachercruz,43,cruz,
23515,irish4trump,43,trump,pos
23516,fuhrertrump,43,trump,
23522,hillarygonefixit,43,hillary,
23535,texannot4cruz,43,cruz,neg
23543,votebernienow,43,bern,pos
23548,trumplandslide2016,43,trump,pos
23552,jebs,43,jeb,
23556,womenwhobern,43,bern,
23562,drumpftrumpf,43,trump,neg
23582,whichhillarynevertrump,43,trump,neg
23583,hillaryforut,43,hillary,pos
23589,killermike4bernie,43,bern,pos
